,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
13656,"Greater Mumbai, India",2013-10-28,Signature,Grocery,Female,44288,2013,10
13657,"Bengaluru, India",2013-11-01,Silver,Bills,Male,247819,2013,11
13658,"Ahmedabad, India",2015-04-04,Gold,Grocery,Male,192534,2015,4
13659,"Delhi, India",2014-07-24,Silver,Grocery,Male,287642,2014,7
13660,"Bengaluru, India",2013-12-31,Signature,Grocery,Female,185933,2013,12
13661,"Ahmedabad, India",2014-03-07,Signature,Grocery,Female,292727,2014,3
13662,"Bengaluru, India",2015-02-08,Signature,Food,Female,104925,2015,2
13663,"Bengaluru, India",2014-11-04,Signature,Bills,Male,198778,2014,11
13664,"Bengaluru, India",2014-04-17,Signature,Bills,Male,209592,2014,4
13665,"Bengaluru, India",2014-04-13,Signature,Food,Female,117364,2014,4
13666,"Delhi, India",2015-05-04,Gold,Food,Male,288921,2015,5
13667,"Greater Mumbai, India",2014-08-16,Platinum,Grocery,Female,275325,2014,8
13668,"Ahmedabad, India",2013-12-20,Signature,Entertainment,Female,63105,2013,12
13669,"Ahmedabad, India",2013-10-13,Silver,Entertainment,Female,100961,2013,10
13670,"Bengaluru, India",2014-12-31,Platinum,Bills,Male,216751,2014,12
13671,"Greater Mumbai, India",2014-04-28,Platinum,Entertainment,Male,179301,2014,4
13672,"Ahmedabad, India",2015-01-26,Signature,Entertainment,Male,1931,2015,1
13673,"Delhi, India",2015-03-23,Gold,Grocery,Male,43932,2015,3
13674,"Ahmedabad, India",2014-11-21,Silver,Entertainment,Male,94721,2014,11
13675,"Ahmedabad, India",2014-07-06,Silver,Grocery,Male,77202,2014,7
13676,"Delhi, India",2013-10-31,Platinum,Bills,Male,77410,2013,10
13677,"Ahmedabad, India",2014-01-22,Gold,Fuel,Male,224235,2014,1
13678,"Greater Mumbai, India",2013-12-19,Signature,Fuel,Female,255295,2013,12
13679,"Bengaluru, India",2014-02-14,Signature,Fuel,Male,64506,2014,2
13680,"Greater Mumbai, India",2015-02-09,Signature,Food,Female,275196,2015,2
13681,"Delhi, India",2014-09-04,Platinum,Fuel,Male,291386,2014,9
13682,"Delhi, India",2013-12-24,Gold,Food,Female,138511,2013,12
13683,"Bengaluru, India",2015-02-08,Silver,Grocery,Female,261524,2015,2
13684,"Ahmedabad, India",2014-01-28,Platinum,Bills,Male,2568,2014,1
13685,"Ahmedabad, India",2015-05-08,Silver,Entertainment,Female,141927,2015,5
13686,"Bengaluru, India",2015-01-20,Gold,Bills,Female,65659,2015,1
13687,"Bengaluru, India",2013-10-29,Gold,Bills,Male,282107,2013,10
13688,"Bengaluru, India",2014-07-22,Gold,Entertainment,Male,101893,2014,7
13689,"Delhi, India",2014-01-18,Signature,Grocery,Male,267490,2014,1
13690,"Bengaluru, India",2014-04-21,Gold,Food,Female,197055,2014,4
13691,"Delhi, India",2015-05-15,Platinum,Food,Male,171081,2015,5
13692,"Greater Mumbai, India",2013-12-03,Platinum,Fuel,Female,240695,2013,12
13693,"Bengaluru, India",2014-07-20,Gold,Bills,Male,105523,2014,7
13694,"Bengaluru, India",2014-12-29,Silver,Bills,Female,34019,2014,12
13695,"Ahmedabad, India",2014-11-09,Signature,Fuel,Male,165722,2014,11
13696,"Bengaluru, India",2014-09-12,Gold,Fuel,Male,242542,2014,9
13697,"Ahmedabad, India",2013-10-14,Gold,Food,Female,47708,2013,10
13698,"Delhi, India",2014-08-22,Silver,Entertainment,Male,56175,2014,8
13699,"Delhi, India",2015-04-20,Signature,Fuel,Female,174300,2015,4
13700,"Greater Mumbai, India",2014-05-19,Silver,Food,Male,17031,2014,5
13701,"Delhi, India",2013-12-13,Gold,Grocery,Male,176592,2013,12
13702,"Delhi, India",2015-01-13,Gold,Fuel,Female,184474,2015,1
13703,"Ahmedabad, India",2013-10-20,Platinum,Grocery,Male,178894,2013,10
13704,"Bengaluru, India",2014-04-12,Gold,Bills,Male,39237,2014,4
13705,"Ahmedabad, India",2014-03-02,Signature,Food,Male,81265,2014,3
13706,"Bengaluru, India",2014-03-03,Gold,Entertainment,Male,179392,2014,3
13707,"Greater Mumbai, India",2014-12-05,Signature,Grocery,Female,26314,2014,12
13708,"Delhi, India",2014-08-25,Platinum,Food,Male,135605,2014,8
13709,"Greater Mumbai, India",2013-12-13,Silver,Entertainment,Female,58636,2013,12
13710,"Delhi, India",2014-12-06,Silver,Fuel,Male,279391,2014,12
13711,"Bengaluru, India",2014-07-15,Platinum,Grocery,Male,150837,2014,7
13712,"Bengaluru, India",2014-04-17,Platinum,Fuel,Male,5316,2014,4
13713,"Ahmedabad, India",2014-02-17,Signature,Food,Male,26872,2014,2
13714,"Ahmedabad, India",2014-01-12,Gold,Fuel,Male,246848,2014,1
13715,"Ahmedabad, India",2014-06-14,Signature,Entertainment,Male,107163,2014,6
13716,"Bengaluru, India",2014-04-06,Platinum,Entertainment,Male,207523,2014,4
13717,"Bengaluru, India",2014-08-14,Gold,Fuel,Female,103688,2014,8
13718,"Delhi, India",2014-11-11,Platinum,Entertainment,Male,299140,2014,11
13719,"Bengaluru, India",2013-11-30,Silver,Fuel,Male,168065,2013,11
13720,"Greater Mumbai, India",2014-12-20,Silver,Fuel,Female,139184,2014,12
13721,"Greater Mumbai, India",2015-02-28,Platinum,Fuel,Female,139301,2015,2
13722,"Delhi, India",2015-03-06,Signature,Food,Male,179861,2015,3
13723,"Ahmedabad, India",2015-02-24,Platinum,Grocery,Female,122103,2015,2
13724,"Ahmedabad, India",2013-12-02,Silver,Bills,Male,256416,2013,12
13725,"Ahmedabad, India",2014-09-22,Platinum,Bills,Male,168209,2014,9
13726,"Greater Mumbai, India",2014-11-29,Gold,Food,Female,5061,2014,11
13727,"Ahmedabad, India",2014-11-05,Signature,Fuel,Male,116125,2014,11
13728,"Bengaluru, India",2015-04-24,Signature,Fuel,Male,127805,2015,4
13729,"Ahmedabad, India",2013-11-13,Signature,Bills,Female,110331,2013,11
13730,"Delhi, India",2014-01-29,Silver,Bills,Female,199318,2014,1
13731,"Greater Mumbai, India",2014-03-26,Silver,Food,Female,126447,2014,3
13732,"Greater Mumbai, India",2015-03-13,Platinum,Food,Male,280207,2015,3
13733,"Delhi, India",2015-04-14,Platinum,Fuel,Female,134094,2015,4
13734,"Greater Mumbai, India",2014-09-04,Platinum,Grocery,Female,96453,2014,9
13735,"Delhi, India",2014-08-12,Signature,Fuel,Female,115427,2014,8
13736,"Greater Mumbai, India",2013-10-18,Signature,Fuel,Male,14477,2013,10
13737,"Greater Mumbai, India",2014-05-20,Gold,Entertainment,Female,60684,2014,5
13738,"Bengaluru, India",2013-12-30,Signature,Fuel,Female,201638,2013,12
13739,"Ahmedabad, India",2014-12-10,Gold,Entertainment,Male,262938,2014,12
13740,"Ahmedabad, India",2015-01-27,Signature,Fuel,Female,65223,2015,1
13741,"Ahmedabad, India",2013-12-22,Gold,Food,Male,188812,2013,12
13742,"Greater Mumbai, India",2014-12-01,Gold,Entertainment,Male,252934,2014,12
13743,"Delhi, India",2013-10-10,Platinum,Food,Male,3092,2013,10
13744,"Ahmedabad, India",2014-06-28,Silver,Bills,Male,278704,2014,6
13745,"Delhi, India",2015-02-24,Silver,Grocery,Female,165213,2015,2
13746,"Ahmedabad, India",2014-02-18,Signature,Fuel,Male,118906,2014,2
13747,"Greater Mumbai, India",2013-11-21,Signature,Bills,Male,285394,2013,11
13748,"Bengaluru, India",2015-04-22,Signature,Bills,Female,198546,2015,4
13749,"Delhi, India",2015-03-07,Signature,Fuel,Female,1420,2015,3
13750,"Delhi, India",2015-03-02,Signature,Fuel,Female,152113,2015,3
13751,"Delhi, India",2013-12-19,Platinum,Bills,Male,31603,2013,12
13752,"Delhi, India",2014-08-15,Silver,Food,Female,113888,2014,8
13753,"Greater Mumbai, India",2014-01-20,Gold,Grocery,Male,97239,2014,1
13754,"Delhi, India",2014-07-02,Signature,Food,Male,222544,2014,7
13755,"Ahmedabad, India",2015-02-08,Signature,Grocery,Male,57002,2015,2
13756,"Delhi, India",2015-05-21,Gold,Food,Female,49813,2015,5
13757,"Ahmedabad, India",2015-01-11,Signature,Entertainment,Male,217196,2015,1
13758,"Delhi, India",2014-11-28,Platinum,Food,Female,57202,2014,11
13759,"Delhi, India",2013-11-20,Gold,Grocery,Female,107664,2013,11
13760,"Ahmedabad, India",2014-04-04,Gold,Bills,Male,113278,2014,4
13761,"Delhi, India",2014-06-19,Signature,Bills,Male,18316,2014,6
13762,"Ahmedabad, India",2015-04-27,Platinum,Entertainment,Female,207868,2015,4
13763,"Delhi, India",2014-10-03,Platinum,Entertainment,Female,41888,2014,10
13764,"Delhi, India",2014-11-27,Gold,Grocery,Female,46808,2014,11
13765,"Greater Mumbai, India",2013-11-04,Platinum,Grocery,Female,106503,2013,11
13766,"Bengaluru, India",2014-08-18,Signature,Fuel,Male,14794,2014,8
13767,"Bengaluru, India",2014-10-11,Platinum,Grocery,Female,3831,2014,10
13768,"Greater Mumbai, India",2015-04-23,Platinum,Grocery,Male,261016,2015,4
13769,"Ahmedabad, India",2014-06-20,Silver,Grocery,Female,126017,2014,6
13770,"Bengaluru, India",2014-10-24,Platinum,Food,Male,191839,2014,10
13771,"Delhi, India",2014-10-30,Platinum,Entertainment,Male,267318,2014,10
13772,"Bengaluru, India",2015-04-13,Gold,Bills,Female,146766,2015,4
13773,"Greater Mumbai, India",2013-10-20,Silver,Entertainment,Female,267667,2013,10
13774,"Ahmedabad, India",2014-03-18,Silver,Food,Male,59968,2014,3
13775,"Ahmedabad, India",2014-07-04,Silver,Grocery,Female,287571,2014,7
13776,"Greater Mumbai, India",2015-02-13,Silver,Entertainment,Male,3379,2015,2
13777,"Greater Mumbai, India",2014-07-18,Silver,Bills,Male,263210,2014,7
13778,"Bengaluru, India",2015-02-25,Gold,Fuel,Male,204523,2015,2
13779,"Bengaluru, India",2014-11-13,Gold,Bills,Female,63162,2014,11
13780,"Greater Mumbai, India",2013-11-02,Silver,Bills,Female,34470,2013,11
13781,"Bengaluru, India",2014-09-23,Silver,Entertainment,Female,170061,2014,9
13782,"Delhi, India",2013-10-15,Platinum,Bills,Male,189793,2013,10
13783,"Greater Mumbai, India",2014-08-18,Gold,Entertainment,Female,195345,2014,8
13784,"Bengaluru, India",2013-11-20,Platinum,Fuel,Male,141315,2013,11
13785,"Greater Mumbai, India",2014-11-30,Signature,Grocery,Male,215661,2014,11
13786,"Greater Mumbai, India",2014-03-21,Signature,Bills,Male,49169,2014,3
13787,"Ahmedabad, India",2014-02-12,Signature,Food,Male,9013,2014,2
13788,"Delhi, India",2014-10-28,Platinum,Bills,Male,149894,2014,10
13789,"Delhi, India",2014-03-03,Signature,Food,Male,159063,2014,3
13790,"Ahmedabad, India",2014-05-31,Gold,Grocery,Female,186241,2014,5
13791,"Bengaluru, India",2013-11-25,Platinum,Fuel,Male,175084,2013,11
13792,"Bengaluru, India",2014-08-22,Gold,Bills,Male,24821,2014,8
13793,"Greater Mumbai, India",2013-11-26,Signature,Grocery,Female,238531,2013,11
13794,"Ahmedabad, India",2014-07-28,Signature,Fuel,Male,246011,2014,7
13795,"Bengaluru, India",2015-04-07,Gold,Bills,Male,277829,2015,4
13796,"Greater Mumbai, India",2015-01-14,Gold,Entertainment,Female,255423,2015,1
13797,"Delhi, India",2014-10-23,Signature,Food,Female,95780,2014,10
13798,"Delhi, India",2015-05-20,Signature,Fuel,Female,253725,2015,5
13799,"Greater Mumbai, India",2013-10-23,Gold,Food,Male,136328,2013,10
13800,"Bengaluru, India",2014-01-11,Gold,Food,Male,204030,2014,1
13801,"Ahmedabad, India",2015-02-28,Platinum,Food,Male,147690,2015,2
13802,"Ahmedabad, India",2015-02-24,Gold,Entertainment,Female,1177,2015,2
13803,"Greater Mumbai, India",2014-11-18,Gold,Grocery,Male,234410,2014,11
13804,"Bengaluru, India",2014-02-01,Signature,Food,Male,31365,2014,2
13805,"Delhi, India",2014-05-06,Signature,Entertainment,Female,78630,2014,5
13806,"Greater Mumbai, India",2013-11-30,Signature,Bills,Male,225366,2013,11
13807,"Bengaluru, India",2013-11-08,Silver,Grocery,Female,129021,2013,11
13808,"Delhi, India",2013-12-18,Signature,Grocery,Male,181924,2013,12
13809,"Ahmedabad, India",2013-11-24,Platinum,Bills,Female,100600,2013,11
13810,"Bengaluru, India",2015-02-24,Silver,Grocery,Female,238303,2015,2
13811,"Greater Mumbai, India",2014-12-30,Silver,Grocery,Female,19235,2014,12
13812,"Bengaluru, India",2015-03-24,Platinum,Bills,Male,56304,2015,3
13813,"Ahmedabad, India",2014-10-16,Silver,Fuel,Female,75739,2014,10
13814,"Bengaluru, India",2015-05-06,Signature,Food,Female,137304,2015,5
13815,"Delhi, India",2014-12-21,Platinum,Grocery,Female,273421,2014,12
13816,"Greater Mumbai, India",2014-11-10,Platinum,Entertainment,Male,19457,2014,11
13817,"Greater Mumbai, India",2015-05-02,Silver,Fuel,Female,265522,2015,5
13818,"Greater Mumbai, India",2015-04-25,Platinum,Food,Female,216660,2015,4
13819,"Delhi, India",2014-10-13,Signature,Entertainment,Male,145630,2014,10
13820,"Delhi, India",2014-03-19,Platinum,Entertainment,Male,245670,2014,3
13821,"Bengaluru, India",2015-03-29,Silver,Fuel,Female,113583,2015,3
13822,"Greater Mumbai, India",2014-08-31,Platinum,Grocery,Female,214638,2014,8
13823,"Delhi, India",2015-02-20,Signature,Grocery,Male,85700,2015,2
13824,"Delhi, India",2015-01-06,Gold,Food,Female,16854,2015,1
13825,"Greater Mumbai, India",2014-04-06,Signature,Entertainment,Male,187629,2014,4
13826,"Greater Mumbai, India",2015-04-06,Gold,Food,Male,46573,2015,4
13827,"Bengaluru, India",2014-04-09,Gold,Bills,Female,40906,2014,4
13828,"Greater Mumbai, India",2014-04-13,Silver,Fuel,Male,108182,2014,4
13829,"Ahmedabad, India",2015-01-03,Signature,Grocery,Female,215409,2015,1
13830,"Ahmedabad, India",2014-12-01,Silver,Food,Female,4545,2014,12
13831,"Delhi, India",2013-10-06,Gold,Food,Male,189094,2013,10
13832,"Greater Mumbai, India",2014-01-12,Signature,Entertainment,Female,129313,2014,1
13833,"Bengaluru, India",2014-02-05,Silver,Food,Male,137486,2014,2
13834,"Bengaluru, India",2014-07-08,Silver,Entertainment,Male,44792,2014,7
13835,"Bengaluru, India",2014-10-27,Platinum,Grocery,Male,1720,2014,10
13836,"Ahmedabad, India",2015-03-28,Platinum,Food,Female,242958,2015,3
13837,"Bengaluru, India",2015-01-24,Signature,Food,Male,199697,2015,1
13838,"Greater Mumbai, India",2014-04-11,Platinum,Fuel,Male,144736,2014,4
13839,"Ahmedabad, India",2013-12-27,Platinum,Bills,Female,21481,2013,12
13840,"Delhi, India",2013-10-22,Gold,Food,Female,77358,2013,10
13841,"Bengaluru, India",2014-02-02,Gold,Grocery,Male,252642,2014,2
13842,"Bengaluru, India",2013-10-18,Silver,Bills,Female,53610,2013,10
13843,"Bengaluru, India",2014-02-21,Platinum,Food,Female,65390,2014,2
13844,"Delhi, India",2014-05-29,Silver,Bills,Male,15864,2014,5
13845,"Ahmedabad, India",2013-10-31,Silver,Entertainment,Female,60856,2013,10
13846,"Ahmedabad, India",2013-11-08,Platinum,Grocery,Female,201942,2013,11
13847,"Ahmedabad, India",2014-09-02,Silver,Entertainment,Male,201401,2014,9
13848,"Greater Mumbai, India",2015-02-02,Platinum,Grocery,Female,153391,2015,2
13849,"Ahmedabad, India",2015-03-20,Silver,Grocery,Male,96936,2015,3
13850,"Ahmedabad, India",2014-11-26,Platinum,Food,Male,183406,2014,11
13851,"Delhi, India",2014-02-27,Signature,Grocery,Female,176845,2014,2
13852,"Ahmedabad, India",2014-04-06,Silver,Food,Male,110211,2014,4
13853,"Ahmedabad, India",2015-02-25,Signature,Fuel,Male,261056,2015,2
13854,"Delhi, India",2014-12-10,Gold,Fuel,Female,135581,2014,12
13855,"Ahmedabad, India",2014-08-14,Silver,Entertainment,Male,257433,2014,8
13856,"Bengaluru, India",2014-04-23,Platinum,Grocery,Male,173285,2014,4
13857,"Bengaluru, India",2014-01-31,Signature,Fuel,Female,157375,2014,1
13858,"Delhi, India",2014-08-23,Gold,Bills,Female,118053,2014,8
13859,"Delhi, India",2014-09-22,Gold,Bills,Female,138275,2014,9
13860,"Delhi, India",2014-12-23,Gold,Grocery,Female,107431,2014,12
13861,"Ahmedabad, India",2014-04-28,Platinum,Grocery,Female,145721,2014,4
13862,"Delhi, India",2013-11-18,Platinum,Food,Female,294490,2013,11
13863,"Ahmedabad, India",2014-01-19,Platinum,Entertainment,Female,80279,2014,1
13864,"Ahmedabad, India",2014-04-30,Platinum,Fuel,Male,86491,2014,4
13865,"Greater Mumbai, India",2015-02-14,Signature,Entertainment,Male,296257,2015,2
13866,"Delhi, India",2015-04-28,Signature,Fuel,Male,270753,2015,4
13867,"Delhi, India",2013-10-20,Silver,Grocery,Male,85901,2013,10
13868,"Greater Mumbai, India",2014-01-13,Silver,Bills,Female,260527,2014,1
13869,"Bengaluru, India",2014-01-17,Gold,Food,Male,60628,2014,1
13870,"Bengaluru, India",2014-06-23,Gold,Food,Male,125306,2014,6
13871,"Bengaluru, India",2013-12-05,Signature,Food,Female,148974,2013,12
13872,"Bengaluru, India",2014-02-26,Signature,Bills,Male,191089,2014,2
13873,"Ahmedabad, India",2014-03-12,Platinum,Bills,Female,251877,2014,3
13874,"Greater Mumbai, India",2014-06-28,Platinum,Entertainment,Male,125616,2014,6
13875,"Greater Mumbai, India",2014-12-31,Silver,Entertainment,Male,217359,2014,12
13876,"Delhi, India",2014-08-12,Gold,Grocery,Male,140577,2014,8
13877,"Delhi, India",2014-04-23,Platinum,Grocery,Male,271327,2014,4
13878,"Bengaluru, India",2014-02-22,Gold,Fuel,Male,87135,2014,2
13879,"Greater Mumbai, India",2013-10-10,Gold,Bills,Female,253796,2013,10
13880,"Ahmedabad, India",2014-08-20,Platinum,Bills,Male,31605,2014,8
13881,"Delhi, India",2015-04-17,Silver,Grocery,Female,66260,2015,4
13882,"Ahmedabad, India",2014-08-17,Gold,Grocery,Female,21970,2014,8
13883,"Bengaluru, India",2014-07-29,Platinum,Fuel,Male,274669,2014,7
13884,"Ahmedabad, India",2013-12-14,Signature,Food,Male,210306,2013,12
13885,"Bengaluru, India",2014-10-16,Platinum,Entertainment,Male,64257,2014,10
13886,"Bengaluru, India",2013-10-26,Signature,Fuel,Female,129356,2013,10
13887,"Ahmedabad, India",2014-09-11,Signature,Entertainment,Female,287466,2014,9
13888,"Ahmedabad, India",2015-04-09,Platinum,Fuel,Female,182285,2015,4
13889,"Greater Mumbai, India",2014-05-19,Gold,Food,Female,208112,2014,5
13890,"Bengaluru, India",2014-03-17,Gold,Grocery,Female,117127,2014,3
13891,"Ahmedabad, India",2014-03-02,Silver,Grocery,Male,3388,2014,3
13892,"Ahmedabad, India",2015-03-03,Platinum,Fuel,Female,83519,2015,3
13893,"Delhi, India",2015-04-01,Platinum,Entertainment,Female,260275,2015,4
13894,"Delhi, India",2013-12-05,Gold,Bills,Female,236930,2013,12
13895,"Ahmedabad, India",2015-04-15,Signature,Fuel,Female,112301,2015,4
13896,"Delhi, India",2014-11-13,Silver,Entertainment,Male,211530,2014,11
13897,"Delhi, India",2014-04-28,Signature,Grocery,Male,11927,2014,4
13898,"Bengaluru, India",2014-10-28,Platinum,Entertainment,Male,215500,2014,10
13899,"Ahmedabad, India",2014-12-30,Gold,Food,Female,22594,2014,12
13900,"Ahmedabad, India",2014-01-03,Signature,Food,Male,267136,2014,1
13901,"Greater Mumbai, India",2014-12-28,Silver,Grocery,Female,287870,2014,12
13902,"Delhi, India",2013-11-09,Silver,Bills,Female,195444,2013,11
13903,"Delhi, India",2014-07-31,Gold,Fuel,Female,68847,2014,7
13904,"Ahmedabad, India",2015-02-02,Platinum,Grocery,Female,246766,2015,2
13905,"Ahmedabad, India",2015-04-21,Platinum,Fuel,Male,286352,2015,4
13906,"Bengaluru, India",2014-02-16,Platinum,Bills,Male,263729,2014,2
13907,"Ahmedabad, India",2014-07-06,Signature,Grocery,Female,134904,2014,7
13908,"Bengaluru, India",2013-11-04,Silver,Grocery,Female,209526,2013,11
13909,"Greater Mumbai, India",2014-08-20,Gold,Entertainment,Male,182373,2014,8
13910,"Bengaluru, India",2013-10-26,Silver,Food,Female,213072,2013,10
13911,"Delhi, India",2014-04-14,Silver,Grocery,Female,145769,2014,4
13912,"Bengaluru, India",2013-12-10,Platinum,Food,Male,177378,2013,12
13913,"Bengaluru, India",2014-04-03,Signature,Grocery,Female,30957,2014,4
13914,"Delhi, India",2014-08-15,Signature,Grocery,Female,293794,2014,8
13915,"Ahmedabad, India",2015-03-18,Gold,Grocery,Female,128171,2015,3
13916,"Greater Mumbai, India",2015-05-10,Platinum,Entertainment,Female,16887,2015,5
13917,"Delhi, India",2014-04-04,Gold,Fuel,Male,80596,2014,4
13918,"Delhi, India",2015-05-15,Signature,Grocery,Female,18179,2015,5
13919,"Delhi, India",2014-08-12,Signature,Entertainment,Female,231765,2014,8
13920,"Bengaluru, India",2014-06-22,Platinum,Bills,Male,82622,2014,6
13921,"Ahmedabad, India",2015-03-12,Platinum,Fuel,Female,257634,2015,3
13922,"Delhi, India",2014-03-30,Gold,Bills,Female,182038,2014,3
13923,"Bengaluru, India",2013-10-14,Gold,Entertainment,Male,151491,2013,10
13924,"Greater Mumbai, India",2014-04-25,Gold,Fuel,Male,222834,2014,4
13925,"Delhi, India",2014-06-29,Gold,Grocery,Female,248672,2014,6
13926,"Bengaluru, India",2015-04-28,Gold,Grocery,Female,294735,2015,4
13927,"Delhi, India",2015-01-04,Silver,Grocery,Female,110292,2015,1
13928,"Greater Mumbai, India",2014-03-12,Silver,Food,Female,252899,2014,3
13929,"Ahmedabad, India",2014-03-17,Gold,Bills,Female,113949,2014,3
13930,"Delhi, India",2014-05-29,Silver,Food,Female,171649,2014,5
13931,"Ahmedabad, India",2014-07-12,Silver,Food,Male,284783,2014,7
13932,"Greater Mumbai, India",2013-10-28,Platinum,Bills,Female,183120,2013,10
13933,"Delhi, India",2015-01-14,Platinum,Bills,Female,175815,2015,1
13934,"Bengaluru, India",2014-05-24,Gold,Grocery,Female,32498,2014,5
13935,"Greater Mumbai, India",2014-11-29,Gold,Food,Male,152992,2014,11
13936,"Delhi, India",2015-01-10,Silver,Fuel,Female,253779,2015,1
13937,"Bengaluru, India",2015-05-10,Signature,Entertainment,Male,98209,2015,5
13938,"Ahmedabad, India",2014-01-25,Gold,Entertainment,Male,164145,2014,1
13939,"Greater Mumbai, India",2015-05-01,Signature,Food,Female,216363,2015,5
